Date_wise,Flight_No,Airlines_Name,Departure_City_Code,Departure_City,Departure_Airport,Departure_Date,Departure_time_scheduled,Departure_time_estimated,Departure_terminal,Arrival_City_Code,Arrival_City,Arrival_Airport,Arrival_Date,Arrival_time_scheduled,Arrivial_time_estimated,Arrival_terminal,Flight_Status,Flight_Time_status,Flight_delay_by_time,Flight_time,Flight_distance,Aircraft_equipment_code,Aircraft_equipment_description
13-07-2022,6E 6293,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,13-07-2022,07:35 IST,07:33 IST,2,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,09:20 IST,09:28 IST,1,Arrived,On time,,1h 55m,518 mi,,
13-07-2022,TK 4721,Turkish Airlines,BOM,Mumbai,Chhatrapati Shivaji International Airport,13-07-2022,07:35 IST,07:33 IST,2,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,09:20 IST,09:28 IST,1,Arrived,On time,,1h 55m,518 mi,32N,Airbus A320neo
13-07-2022,6E 151,IndiGo,HYD,Hyderabad,Rajiv Gandhi International Airport,13-07-2022,08:15 IST,08:11 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,09:30 IST,09:25 IST,1,Arrived,On time,,1h 14m,283 mi,32N,Airbus A320neo
13-07-2022,6E 921,IndiGo,GOI,Goa,Dabolim Airport,13-07-2022,08:15 IST,08:06 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,09:30 IST,09:21 IST,1,Arrived,On time,,1h 15m,300 mi,32N,Airbus A320neo
13-07-2022,UK 512,Vistara,CJB,Coimbatore,Coimbatore International Airport,13-07-2022,08:35 IST,08:09 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,09:30 IST,09:13 IST,,Arrived,On time,,1h 4m,157 mi,,
13-07-2022,SQ 4892,Singapore Airlines,CJB,Coimbatore,Coimbatore International Airport,13-07-2022,08:35 IST,08:09 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,09:30 IST,09:13 IST,,Arrived,On time,,1h 4m,157 mi,32N,Airbus A320neo
13-07-2022,G8 545,Go First,HYD,Hyderabad,Rajiv Gandhi International Airport,13-07-2022,08:25 IST,09:27 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,09:40 IST,10:41 IST,,Arrived,Delayed,1h 1m,1h 14m,283 mi,,
13-07-2022,W2 8796,FlexFlight,HYD,Hyderabad,Rajiv Gandhi International Airport,13-07-2022,08:25 IST,09:27 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,09:40 IST,10:41 IST,,Arrived,Delayed,1h 1m,1h 14m,283 mi,32N,Airbus A320neo
13-07-2022,6E 849,IndiGo,IXC,Chandigarh,Chandigarh Airport,13-07-2022,06:50 IST,06:40 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,09:45 IST,09:34 IST,1,Arrived,On time,,2h 54m,1209 mi,32Q,Airbus A321neo
13-07-2022,6E 393,IndiGo,BBI,Bhubaneswar,Biju Patnaik International Airport,13-07-2022,07:55 IST,07:55 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,09:45 IST,09:51 IST,1,Arrived,On time,,1h 56m,724 mi,32N,Airbus A320neo
13-07-2022,6E 5009,IndiGo,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,06:55 IST,07:11 IST,3,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,09:50 IST,09:53 IST,1,Arrived,On time,,2h 42m,1062 mi,32Q,Airbus A321neo
13-07-2022,6E 823,IndiGo,AMD,Ahmedabad,Ahmedabad Airport,13-07-2022,07:40 IST,07:35 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:00 IST,09:47 IST,1,Arrived,On time,,2h 12m,759 mi,32A,Airbus A320 (sharklets)
13-07-2022,6E 6799,IndiGo,IXR,Ranchi,Birsa Munda Airport,13-07-2022,07:55 IST,08:01 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:10 IST,10:12 IST,1,Arrived,On time,,2h 11m,859 mi,32Q,Airbus A321neo
13-07-2022,6E 7172,IndiGo,IXM,Madurai,Madurai Airport,13-07-2022,08:45 IST,08:30 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:10 IST,09:43 IST,1,Arrived,On time,,1h 13m,234 mi,AT7,ATR 72
13-07-2022,6E 5287,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,13-07-2022,08:30 IST,08:43 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:15 IST,10:22 IST,1,Arrived,On time,,1h 39m,518 mi,32Q,Airbus A321neo
13-07-2022,6E 7203,IndiGo,VGA,Vijayawada,Vijayawada Airport,13-07-2022,08:45 IST,08:37 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:20 IST,10:13 IST,1,Arrived,On time,,1h 36m,309 mi,AT7,ATR 72
13-07-2022,6E 7245,IndiGo,TRZ,Tiruchirappalli,Tiruchirapalli International Airport,13-07-2022,09:15 IST,09:22 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:25 IST,10:33 IST,1,Arrived,On time,,1h 11m,181 mi,AT7,ATR 72
13-07-2022,G8 42,Go First,HKT,Phuket,Phuket International Airport,13-07-2022,08:25 +07,07:55 +07,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:35 IST,10:38 IST,,Arrived,On time,,4h 13m,1441 mi,,
13-07-2022,W2 9174,FlexFlight,HKT,Phuket,Phuket International Airport,13-07-2022,08:25 +07,07:55 +07,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:35 IST,10:38 IST,,Arrived,On time,,4h 13m,1441 mi,32N,Airbus A320neo
13-07-2022,6E 6066,IndiGo,HYD,Hyderabad,Rajiv Gandhi International Airport,13-07-2022,09:30 IST,09:23 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:35 IST,10:29 IST,1,Arrived,On time,,1h 6m,283 mi,32N,Airbus A320neo
13-07-2022,I5 740,AirAsia India,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,08:10 IST,08:07 IST,3,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:40 IST,10:49 IST,,Arrived,On time,,2h 42m,1062 mi,32N,Airbus A320neo
13-07-2022,6E 144,IndiGo,VNS,Varanasi,Lal Bahadur Shastri International Airport,13-07-2022,08:25 IST,08:12 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:45 IST,10:26 IST,1,Arrived,On time,,2h 14m,910 mi,32N,Airbus A320neo
13-07-2022,G8 802,Go First,AMD,Ahmedabad,Ahmedabad Airport,13-07-2022,08:35 IST,08:50 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:45 IST,11:16 IST,,Arrived,Delayed,31m,2h 26m,759 mi,,
13-07-2022,W2 9121,FlexFlight,AMD,Ahmedabad,Ahmedabad Airport,13-07-2022,08:35 IST,08:50 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:45 IST,11:16 IST,,Arrived,Delayed,31m,2h 26m,759 mi,32N,Airbus A320neo
13-07-2022,UK 863,Vistara,BOM,Mumbai,Chhatrapati Shivaji International Airport,13-07-2022,09:05 IST,09:32 IST,2,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:45 IST,11:14 IST,,Arrived,Delayed,29m,1h 42m,518 mi,,
13-07-2022,SQ 4825,Singapore Airlines,BOM,Mumbai,Chhatrapati Shivaji International Airport,13-07-2022,09:05 IST,09:32 IST,2,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:45 IST,11:14 IST,,Arrived,Delayed,29m,1h 42m,518 mi,32N,Airbus A320neo
13-07-2022,6E 6482,IndiGo,COK,Kochi,Cochin International Airport,13-07-2022,09:40 IST,09:40 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:45 IST,11:01 IST,1,Arrived,Delayed,16m,1h 21m,229 mi,32N,Airbus A320neo
13-07-2022,UK 815,Vistara,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,08:10 IST,08:10 IST,3,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:50 IST,10:44 IST,,Arrived,On time,,2h 34m,1062 mi,,
13-07-2022,BA 5839,British Airways,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,08:10 IST,08:10 IST,3,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:50 IST,10:44 IST,,Arrived,On time,,2h 34m,1062 mi,,
13-07-2022,SQ 4755,Singapore Airlines,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,08:10 IST,08:10 IST,3,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:50 IST,10:44 IST,,Arrived,On time,,2h 34m,1062 mi,,
13-07-2022,6E 7113,IndiGo,RJA,Rajahmundry,Rajahmundry Airport,13-07-2022,08:55 IST,08:37 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,10:50 IST,10:19 IST,1,Arrived,On time,,1h 42m,385 mi,AT7,ATR 72
13-07-2022,6E 308,IndiGo,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,08:20 IST,08:15 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:00 IST,11:04 IST,1,Arrived,On time,,2h 49m,1062 mi,,
13-07-2022,TK 4717,Turkish Airlines,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,08:20 IST,08:15 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:00 IST,11:04 IST,1,Arrived,On time,,2h 49m,1062 mi,32Q,Airbus A321neo
13-07-2022,6E 764,IndiGo,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,13-07-2022,08:40 IST,08:33 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:10 IST,10:54 IST,1,Arrived,On time,,2h 21m,960 mi,32N,Airbus A320neo
13-07-2022,AI 639,Air India,BOM,Mumbai,Chhatrapati Shivaji International Airport,13-07-2022,09:30 IST,09:44 IST,2,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:10 IST,11:06 IST,,Arrived,On time,,1h 22m,518 mi,32N,Airbus A320neo
13-07-2022,I5 1565,AirAsia India,BBI,Bhubaneswar,Biju Patnaik International Airport,13-07-2022,09:15 IST,09:06 IST,2,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:20 IST,10:56 IST,,Arrived,On time,,1h 50m,724 mi,32N,Airbus A320neo
13-07-2022,6E 6478,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,13-07-2022,09:55 IST,10:10 IST,2,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:35 IST,11:49 IST,1,Arrived,On time,,1h 39m,518 mi,32Q,Airbus A321neo
13-07-2022,6E 325,IndiGo,LKO,Lucknow,Chaudhary Charan Singh International Airport,13-07-2022,09:10 IST,09:07 IST,2,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:40 IST,11:20 IST,1,Arrived,On time,,2h 13m,959 mi,32Q,Airbus A321neo
13-07-2022,CD 502,Alliance Air,VGA,Vijayawada,Vijayawada Airport,13-07-2022,10:00 IST,11:14 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:40 IST,12:38 IST,,Arrived,Delayed,58m,1h 24m,309 mi,AT7,ATR 72
13-07-2022,I5 1781,AirAsia India,IXB,Bagdogra,Bagdogra Airport,13-07-2022,08:40 IST,08:44 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:45 IST,11:28 IST,,Arrived,On time,,2h 44m,1158 mi,32N,Airbus A320neo
13-07-2022,UK 801,Vistara,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,09:05 IST,09:05 IST,3,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:50 IST,11:53 IST,,Arrived,On time,,2h 48m,1062 mi,,
13-07-2022,SQ 4761,Singapore Airlines,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,09:05 IST,09:05 IST,3,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:50 IST,11:53 IST,,Arrived,On time,,2h 48m,1062 mi,32N,Airbus A320neo
13-07-2022,6E 6827,IndiGo,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,09:15 IST,09:12 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:55 IST,11:55 IST,1,Arrived,On time,,2h 43m,1062 mi,,
13-07-2022,TK 4718,Turkish Airlines,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,09:15 IST,09:12 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,11:55 IST,11:55 IST,1,Arrived,On time,,2h 43m,1062 mi,32N,Airbus A320neo
13-07-2022,6E 406,IndiGo,RPR,Raipur,Swami Vivekananda Airport,13-07-2022,10:10 IST,10:21 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,12:05 IST,11:59 IST,1,Arrived,On time,,1h 38m,612 mi,32Q,Airbus A321neo
13-07-2022,I5 1426,AirAsia India,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,13-07-2022,09:30 IST,09:32 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,12:10 IST,11:46 IST,,Arrived,On time,,2h 14m,960 mi,320,Airbus A320
13-07-2022,6E 703,IndiGo,BHO,Bhopal,Raja Bhoj Airport,13-07-2022,09:55 IST,10:14 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,12:10 IST,12:02 IST,1,Arrived,On time,,1h 48m,698 mi,32N,Airbus A320neo
13-07-2022,6E 6892,IndiGo,MAA,Chennai,Chennai Airport,13-07-2022,11:20 IST,11:14 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,12:10 IST,12:08 IST,1,Arrived,On time,,54m,166 mi,32N,Airbus A320neo
13-07-2022,AI 506,Air India,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,09:45 IST,10:29 IST,3,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,12:30 IST,12:47 IST,,Arrived,Delayed,17m,2h 18m,1062 mi,32N,Airbus A320neo
13-07-2022,6E 6675,IndiGo,COK,Kochi,Cochin International Airport,13-07-2022,11:30 IST,11:37 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,12:30 IST,12:45 IST,1,Arrived,Delayed,15m,1h 8m,229 mi,32Q,Airbus A321neo
13-07-2022,SG 3326,SpiceJet,GWL,Gwalior,Gwalior Airport,13-07-2022,09:30 IST,09:25 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,12:40 IST,12:15 IST,,Arrived,On time,,2h 50m,905 mi,DH8,De Havilland (Bombardier) DHC-8 Dash 8
13-07-2022,6E 445,IndiGo,IXB,Bagdogra,Bagdogra Airport,13-07-2022,09:50 IST,09:52 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,12:40 IST,12:39 IST,1,Arrived,On time,,2h 47m,1158 mi,32N,Airbus A320neo
13-07-2022,6E 7233,IndiGo,HBX,Hubli,Hubli Airport,13-07-2022,11:10 IST,11:58 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,12:40 IST,13:12 IST,1,Arrived,Delayed,32m,1h 14m,230 mi,AT7,ATR 72
13-07-2022,SG 328,SpiceJet,IXB,Bagdogra,Bagdogra Airport,13-07-2022,09:40 IST,09:55 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,12:55 IST,12:50 IST,,Arrived,On time,,2h 55m,1158 mi,7M8,Boeing 737MAX 8 Passenger
13-07-2022,I5 1453,AirAsia India,VTZ,Vishakhapatnam,Vishakhapatnam Airport,13-07-2022,11:15 IST,10:56 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,13:00 IST,12:17 IST,,Arrived,On time,,1h 21m,482 mi,32A,Airbus A320 (sharklets)
13-07-2022,6E 172,IndiGo,IXE,Mangalore,Mangalore Airport,13-07-2022,12:00 IST,11:56 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,13:00 IST,12:54 IST,1,Arrived,On time,,58m,190 mi,32A,Airbus A320 (sharklets)
13-07-2022,6E 827,IndiGo,HYD,Hyderabad,Rajiv Gandhi International Airport,13-07-2022,12:00 IST,12:00 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,13:10 IST,13:03 IST,1,Arrived,On time,,1h 3m,283 mi,32N,Airbus A320neo
13-07-2022,6E 5382,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,13-07-2022,11:50 IST,11:47 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,13:20 IST,13:26 IST,1,Arrived,On time,,1h 39m,518 mi,32Q,Airbus A321neo
13-07-2022,6E 6027,IndiGo,CNN,Kannur,Kannur International Airport,13-07-2022,12:30 IST,12:33 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,13:30 IST,13:29 IST,1,Arrived,On time,,56m,170 mi,32N,Airbus A320neo
13-07-2022,I5 972,AirAsia India,COK,Kochi,Cochin International Airport,13-07-2022,12:45 IST,12:36 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,13:50 IST,13:34 IST,,Arrived,On time,,58m,229 mi,320,Airbus A320
13-07-2022,6E 6605,IndiGo,MAA,Chennai,Chennai Airport,13-07-2022,13:00 IST,12:59 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:00 IST,13:49 IST,1,Arrived,On time,,50m,166 mi,32A,Airbus A320 (sharklets)
13-07-2022,6E 2188,IndiGo,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,11:30 IST,11:45 IST,2,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:15 IST,14:26 IST,1,Arrived,On time,,2h 41m,1062 mi,,
13-07-2022,TK 4719,Turkish Airlines,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,11:30 IST,11:45 IST,2,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:15 IST,14:26 IST,1,Arrived,On time,,2h 41m,1062 mi,32Q,Airbus A321neo
13-07-2022,6E 7223,IndiGo,IXM,Madurai,Madurai Airport,13-07-2022,12:55 IST,13:02 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:15 IST,14:20 IST,1,Arrived,On time,,1h 18m,234 mi,AT7,ATR 72
13-07-2022,6E 6162,IndiGo,PAT,Patna,Jay Prakash Narayan International Airport,13-07-2022,11:40 IST,11:37 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:20 IST,13:58 IST,1,Arrived,On time,,2h 21m,982 mi,32N,Airbus A320neo
13-07-2022,6E 498,IndiGo,JAI,Jaipur,Jaipur Airport,13-07-2022,12:05 IST,11:58 IST,2,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:25 IST,14:16 IST,1,Arrived,On time,,2h 18m,949 mi,32N,Airbus A320neo
13-07-2022,6E 629,IndiGo,PNQ,Pune,Pune Airport,13-07-2022,13:00 IST,13:06 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:25 IST,14:39 IST,1,Arrived,On time,,1h 33m,449 mi,32Q,Airbus A321neo
13-07-2022,SG 4004,SpiceJet,SAG,Shirdi,Shirdi Airport,13-07-2022,12:25 IST,12:54 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:35 IST,15:00 IST,,Arrived,Delayed,25m,2h 6m,500 mi,DH4,De Havilland (Bombardier) DHC-8-400 Dash 8Q
13-07-2022,6E 6231,IndiGo,TRV,Thiruvananthapuram,Trivandrum International Airport,13-07-2022,13:20 IST,13:15 IST,1,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:35 IST,14:34 IST,1,Arrived,On time,,1h 19m,331 mi,32Q,Airbus A321neo
13-07-2022,6E 347,IndiGo,IXE,Mangalore,Mangalore Airport,13-07-2022,13:40 IST,13:35 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:35 IST,14:30 IST,1,Arrived,On time,,55m,190 mi,32Q,Airbus A321neo
13-07-2022,6E 455,IndiGo,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,13-07-2022,12:05 IST,12:08 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:40 IST,14:46 IST,1,Arrived,On time,,2h 38m,960 mi,32N,Airbus A320neo
13-07-2022,6E 1789,IndiGo,MLE,Male,Velana International Airport,13-07-2022,12:20 +05,12:33 +05,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:40 IST,15:00 IST,1,Arrived,Delayed,20m,1h 57m,685 mi,32N,Airbus A320neo
13-07-2022,6E 7072,IndiGo,VGA,Vijayawada,Vijayawada Airport,13-07-2022,12:55 IST,13:02 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:40 IST,14:48 IST,1,Arrived,On time,,1h 46m,309 mi,AT7,ATR 72
13-07-2022,6E 7202,IndiGo,CNN,Kannur,Kannur International Airport,13-07-2022,13:30 IST,13:18 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:45 IST,14:26 IST,1,Arrived,On time,,1h 8m,170 mi,AT7,ATR 72
13-07-2022,SG 3999,SpiceJet,PNY,Puducherry,Puducherry Airport,13-07-2022,13:50 IST,17:55 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,14:50 IST,18:55 IST,,Arrived,Delayed,4h 5m,1h,165 mi,DH8,De Havilland (Bombardier) DHC-8 Dash 8
13-07-2022,G8 874,Go First,PAT,Patna,Jay Prakash Narayan International Airport,13-07-2022,12:20 IST,12:43 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:00 IST,15:12 IST,,Arrived,On time,,2h 29m,982 mi,,
13-07-2022,W2 9140,FlexFlight,PAT,Patna,Jay Prakash Narayan International Airport,13-07-2022,12:20 IST,12:43 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:00 IST,15:12 IST,,Arrived,On time,,2h 29m,982 mi,32N,Airbus A320neo
13-07-2022,G8 286,Go First,GOI,Goa,Dabolim Airport,13-07-2022,14:00 IST,13:56 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:05 IST,15:12 IST,,Arrived,On time,,1h 16m,300 mi,32N,Airbus A320neo
13-07-2022,6E 6502,IndiGo,RDP,Andal,Kazi Nazrul Islam Airport,13-07-2022,12:40 IST,12:41 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:15 IST,14:57 IST,1,Arrived,On time,,2h 16m,953 mi,32N,Airbus A320neo
13-07-2022,I5 1983,AirAsia India,GAU,Guwahati,Lokpriya Gopinath Bordoloi International Airport,13-07-2022,12:15 IST,12:26 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:25 IST,15:17 IST,,Arrived,On time,,2h 51m,1267 mi,320,Airbus A320
13-07-2022,SG 694,SpiceJet,DBR,Darbhanga,Darbhanga Airport,13-07-2022,12:40 IST,13:05 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:25 IST,15:30 IST,,Arrived,On time,,2h 25m,1043 mi,73H,Boeing 737-800 (winglets) Passenger/BBJ2
13-07-2022,I5 1543,AirAsia India,HYD,Hyderabad,Rajiv Gandhi International Airport,13-07-2022,14:20 IST,14:23 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:30 IST,15:26 IST,,Arrived,On time,,1h 3m,283 mi,320,Airbus A320
13-07-2022,6E 5186,IndiGo,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,13:00 IST,13:02 IST,3,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:35 IST,15:40 IST,1,Arrived,On time,,2h 38m,1062 mi,,
13-07-2022,TK 4716,Turkish Airlines,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,13:00 IST,13:02 IST,3,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:35 IST,15:40 IST,1,Arrived,On time,,2h 38m,1062 mi,32Q,Airbus A321neo
13-07-2022,G8 404,Go First,VNS,Varanasi,Lal Bahadur Shastri International Airport,13-07-2022,13:30 IST,13:43 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:50 IST,15:55 IST,,Arrived,On time,,2h 12m,910 mi,,
13-07-2022,W2 9040,FlexFlight,VNS,Varanasi,Lal Bahadur Shastri International Airport,13-07-2022,13:30 IST,13:43 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:50 IST,15:55 IST,,Arrived,On time,,2h 12m,910 mi,32N,Airbus A320neo
13-07-2022,6E 422,IndiGo,VTZ,Vishakhapatnam,Vishakhapatnam Airport,13-07-2022,14:35 IST,14:33 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:50 IST,16:04 IST,1,Arrived,On time,,1h 31m,482 mi,32Q,Airbus A321neo
13-07-2022,6E 381,IndiGo,GOI,Goa,Dabolim Airport,13-07-2022,14:40 IST,14:42 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:50 IST,15:51 IST,1,Arrived,On time,,1h 9m,300 mi,32N,Airbus A320neo
13-07-2022,CD 510,Alliance Air,GBI,Gulbarga,Kalaburagi Airport,13-07-2022,14:30 IST,15:50 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:55 IST,17:06 IST,,Arrived,Delayed,1h 11m,1h 16m,288 mi,AT7,ATR 72
13-07-2022,UK 868,Vistara,GOI,Goa,Dabolim Airport,13-07-2022,14:40 IST,14:36 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:55 IST,15:44 IST,,Arrived,On time,,1h 8m,300 mi,,
13-07-2022,SQ 4788,Singapore Airlines,GOI,Goa,Dabolim Airport,13-07-2022,14:40 IST,14:36 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,15:55 IST,15:44 IST,,Arrived,On time,,1h 8m,300 mi,32N,Airbus A320neo
13-07-2022,6E 5917,IndiGo,AGR,Agra,Kheria Airport,13-07-2022,13:40 IST,13:39 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,16:00 IST,16:00 IST,1,Arrived,On time,,2h 21m,965 mi,32A,Airbus A320 (sharklets)
13-07-2022,6E 7914,IndiGo,KJB,Kurnool,Kurnool Airport,13-07-2022,15:10 IST,15:44 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,16:05 IST,16:44 IST,1,Arrived,Delayed,39m,1h,176 mi,AT7,ATR 72
13-07-2022,AI 502,Air India,DEL,Delhi,Indira Gandhi International Airport,13-07-2022,13:30 IST,13:47 IST,3,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,16:15 IST,16:10 IST,,Arrived,On time,,2h 23m,1062 mi,32N,Airbus A320neo
13-07-2022,6E 219,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,13-07-2022,14:40 IST,14:54 IST,2,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,16:15 IST,16:29 IST,1,Arrived,On time,,1h 35m,518 mi,32Q,Airbus A321neo
13-07-2022,UK 756,Vistara,GAU,Guwahati,Lokpriya Gopinath Bordoloi International Airport,13-07-2022,13:05 IST,13:09 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,16:20 IST,16:07 IST,,Arrived,On time,,2h 58m,1267 mi,,
13-07-2022,SQ 4866,Singapore Airlines,GAU,Guwahati,Lokpriya Gopinath Bordoloi International Airport,13-07-2022,13:05 IST,13:09 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,16:20 IST,16:07 IST,,Arrived,On time,,2h 58m,1267 mi,32N,Airbus A320neo
13-07-2022,6E 6033,IndiGo,JDH,Jodhpur,Jodhpur Airport,13-07-2022,14:00 IST,13:43 IST,,BLR,Bengaluru,Kempegowda International Airport,13-07-2022,16:20 IST,16:22 IST,1,Arrived,On time,,2h 39m,952 mi,32N,Airbus A320neo
